@relation 'student-mat-weka.filters.unsupervised.attribute.Discretize-B4-M-1.0-R3-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R7-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R8-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R13-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R14-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R23-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R24-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R25-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R26-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R27-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R28-weka.filters.unsupervised.attribute.Remove-R29-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R29-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R30-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R31-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R31-unset-class-temporarily-weka.filters.unsupervised.attribute.Remove-R13,20-weka.filters.unsupervised.attribute.Remove-R27-28-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R23-weka.filters.unsupervised.attribute.Remove-R7-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R12,14-weka.filters.unsupervised.attribute.Remove-R13'

@attribute sex {F,M}
@attribute age {'\'(-inf-16.75]\'','\'(16.75-18.5]\'','\'(18.5-20.25]\'','\'(20.25-inf)\''}
@attribute famsize {GT3,LE3}
@attribute Medu {'\'(-inf-1.333333]\'','\'(1.333333-2.666667]\'','\'(2.666667-inf)\''}
@attribute Mjob {at_home,health,other,services,teacher}
@attribute Fjob {teacher,other,services,health,at_home}
@attribute reason {course,other,home,reputation}
@attribute guardian {mother,father,other}
@attribute studytime {'\'(-inf-2]\'','\'(2-3]\'','\'(3-inf)\''}
@attribute schoolsup {yes,no}
@attribute famsup {no,yes}
@attribute activities {no,yes}
@attribute romantic {no,yes}
@attribute famrel {'\'(-inf-2.333333]\'','\'(2.333333-3.666667]\'','\'(3.666667-inf)\''}
@attribute freetime {'\'(-inf-2.333333]\'','\'(2.333333-3.666667]\'','\'(3.666667-inf)\''}
@attribute goout {'\'(-inf-2.333333]\'','\'(2.333333-3.666667]\'','\'(3.666667-inf)\''}
@attribute Walc {'\'(-inf-2.333333]\'','\'(2.333333-3.666667]\'','\'(3.666667-inf)\''}
@attribute health {'\'(-inf-2.333333]\'','\'(2.333333-3.666667]\'','\'(3.666667-inf)\''}
@attribute G3 {'\'(-inf-6.666667]\'','\'(6.666667-13.333333]\'','\'(13.333333-inf)\''}

@data
F,'\'(16.75-18.5]\'',GT3,'\'(2.666667-inf)\'',health,health,reputation,father,'\'(3-inf)\'',no,yes,yes,no,'\'(3.666667-inf)\'','\'(-inf-2.333333]\'','\'(-inf-2.333333]\'','\'(-inf-2.333333]\'','\'(3.666667-inf)\'','\'(13.333333-inf)\''
M,'\'(18.5-20.25]\'',GT3,'\'(2.666667-inf)\'',other,other,home,other,'\'(-inf-2]\'',no,yes,yes,yes,'\'(3.666667-inf)\'','\'(3.666667-inf)\'','\'(3.666667-inf)\'','\'(-inf-2.333333]\'','\'(2.333333-3.666667]\'','\'(6.666667-13.333333]\''
F,'\'(16.75-18.5]\'',GT3,'\'(1.333333-2.666667]\'',services,at_home,reputation,other,'\'(-inf-2]\'',no,yes,yes,no,'\'(3.666667-inf)\'','\'(3.666667-inf)\'','\'(2.333333-3.666667]\'','\'(-inf-2.333333]\'','\'(2.333333-3.666667]\'','\'(6.666667-13.333333]\''
M,'\'(18.5-20.25]\'',GT3,'\'(2.666667-inf)\'',services,other,course,other,'\'(-inf-2]\'',no,no,yes,no,'\'(3.666667-inf)\'','\'(3.666667-inf)\'','\'(2.333333-3.666667]\'','\'(-inf-2.333333]\'','\'(3.666667-inf)\'','\'(13.333333-inf)\''
M,'\'(18.5-20.25]\'',GT3,'\'(2.666667-inf)\'',teacher,services,reputation,other,'\'(-inf-2]\'',no,yes,no,yes,'\'(3.666667-inf)\'','\'(2.333333-3.666667]\'','\'(3.666667-inf)\'','\'(-inf-2.333333]\'','\'(3.666667-inf)\'','\'(6.666667-13.333333]\''
M,'\'(18.5-20.25]\'',GT3,'\'(2.666667-inf)\'',other,services,reputation,father,'\'(-inf-2]\'',no,no,yes,yes,'\'(3.666667-inf)\'','\'(3.666667-inf)\'','\'(2.333333-3.666667]\'','\'(-inf-2.333333]\'','\'(3.666667-inf)\'','\'(6.666667-13.333333]\''
F,'\'(18.5-20.25]\'',LE3,'\'(-inf-1.333333]\'',at_home,other,reputation,other,'\'(-inf-2]\'',yes,yes,yes,no,'\'(3.666667-inf)\'','\'(3.666667-inf)\'','\'(2.333333-3.666667]\'','\'(2.333333-3.666667]\'','\'(2.333333-3.666667]\'','\'(6.666667-13.333333]\''
F,'\'(18.5-20.25]\'',LE3,'\'(-inf-1.333333]\'',services,services,home,other,'\'(-inf-2]\'',no,no,yes,yes,'\'(3.666667-inf)\'','\'(-inf-2.333333]\'','\'(3.666667-inf)\'','\'(-inf-2.333333]\'','\'(2.333333-3.666667]\'','\'(-inf-6.666667]\''
F,'\'(18.5-20.25]\'',GT3,'\'(1.333333-2.666667]\'',at_home,other,other,other,'\'(-inf-2]\'',no,yes,no,yes,'\'(2.333333-3.666667]\'','\'(3.666667-inf)\'','\'(-inf-2.333333]\'','\'(-inf-2.333333]\'','\'(-inf-2.333333]\'','\'(6.666667-13.333333]\''
M,'\'(18.5-20.25]\'',GT3,'\'(-inf-1.333333]\'',other,services,course,other,'\'(-inf-2]\'',no,no,no,no,'\'(3.666667-inf)\'','\'(3.666667-inf)\'','\'(-inf-2.333333]\'','\'(-inf-2.333333]\'','\'(3.666667-inf)\'','\'(6.666667-13.333333]\''
F,'\'(18.5-20.25]\'',LE3,'\'(2.666667-inf)\'',services,other,reputation,other,'\'(-inf-2]\'',no,yes,no,yes,'\'(3.666667-inf)\'','\'(-inf-2.333333]\'','\'(-inf-2.333333]\'','\'(-inf-2.333333]\'','\'(-inf-2.333333]\'','\'(6.666667-13.333333]\''
F,'\'(18.5-20.25]\'',GT3,'\'(-inf-1.333333]\'',at_home,health,home,other,'\'(2-3]\'',no,no,no,yes,'\'(3.666667-inf)\'','\'(-inf-2.333333]\'','\'(-inf-2.333333]\'','\'(-inf-2.333333]\'','\'(2.333333-3.666667]\'','\'(6.666667-13.333333]\''
F,'\'(18.5-20.25]\'',GT3,'\'(1.333333-2.666667]\'',other,other,reputation,other,'\'(2-3]\'',no,no,no,yes,'\'(3.666667-inf)\'','\'(-inf-2.333333]\'','\'(-inf-2.333333]\'','\'(-inf-2.333333]\'','\'(2.333333-3.666667]\'','\'(6.666667-13.333333]\''
F,'\'(16.75-18.5]\'',GT3,'\'(1.333333-2.666667]\'',services,other,course,mother,'\'(-inf-2]\'',no,yes,yes,no,'\'(3.666667-inf)\'','\'(2.333333-3.666667]\'','\'(2.333333-3.666667]\'','\'(-inf-2.333333]\'','\'(-inf-2.333333]\'','\'(-inf-6.666667]\''
F,'\'(16.75-18.5]\'',GT3,'\'(2.666667-inf)\'',other,other,course,mother,'\'(2-3]\'',no,yes,yes,yes,'\'(3.666667-inf)\'','\'(2.333333-3.666667]\'','\'(3.666667-inf)\'','\'(-inf-2.333333]\'','\'(3.666667-inf)\'','\'(6.666667-13.333333]\''
F,'\'(16.75-18.5]\'',GT3,'\'(2.666667-inf)\'',at_home,services,course,father,'\'(2-3]\'',no,yes,yes,no,'\'(3.666667-inf)\'','\'(2.333333-3.666667]\'','\'(3.666667-inf)\'','\'(3.666667-inf)\'','\'(3.666667-inf)\'','\'(6.666667-13.333333]\''
F,'\'(16.75-18.5]\'',GT3,'\'(2.666667-inf)\'',teacher,other,course,mother,'\'(-inf-2]\'',no,yes,no,no,'\'(3.666667-inf)\'','\'(3.666667-inf)\'','\'(3.666667-inf)\'','\'(2.333333-3.666667]\'','\'(3.666667-inf)\'','\'(6.666667-13.333333]\''
F,'\'(16.75-18.5]\'',GT3,'\'(2.666667-inf)\'',services,services,course,mother,'\'(-inf-2]\'',no,yes,no,yes,'\'(3.666667-inf)\'','\'(-inf-2.333333]\'','\'(-inf-2.333333]\'','\'(-inf-2.333333]\'','\'(3.666667-inf)\'','\'(6.666667-13.333333]\''
F,'\'(16.75-18.5]\'',GT3,'\'(1.333333-2.666667]\'',other,other,course,mother,'\'(-inf-2]\'',no,yes,no,yes,'\'(3.666667-inf)\'','\'(-inf-2.333333]\'','\'(-inf-2.333333]\'','\'(-inf-2.333333]\'','\'(2.333333-3.666667]\'','\'(6.666667-13.333333]\''
F,'\'(16.75-18.5]\'',LE3,'\'(1.333333-2.666667]\'',services,services,course,mother,'\'(2-3]\'',no,yes,yes,no,'\'(2.333333-3.666667]\'','\'(2.333333-3.666667]\'','\'(-inf-2.333333]\'','\'(-inf-2.333333]\'','\'(2.333333-3.666667]\'','\'(6.666667-13.333333]\''
F,'\'(16.75-18.5]\'',GT3,'\'(2.666667-inf)\'',services,services,course,father,'\'(2-3]\'',no,yes,no,no,'\'(2.333333-3.666667]\'','\'(3.666667-inf)\'','\'(2.333333-3.666667]\'','\'(2.333333-3.666667]\'','\'(3.666667-inf)\'','\'(13.333333-inf)\''
F,'\'(16.75-18.5]\'',LE3,'\'(-inf-1.333333]\'',at_home,at_home,home,father,'\'(2-3]\'',no,no,no,no,'\'(2.333333-3.666667]\'','\'(2.333333-3.666667]\'','\'(2.333333-3.666667]\'','\'(2.333333-3.666667]\'','\'(-inf-2.333333]\'','\'(13.333333-inf)\''
M,'\'(16.75-18.5]\'',GT3,'\'(2.666667-inf)\'',other,other,course,mother,'\'(2-3]\'',no,no,yes,no,'\'(3.666667-inf)\'','\'(2.333333-3.666667]\'','\'(2.333333-3.666667]\'','\'(-inf-2.333333]\'','\'(2.333333-3.666667]\'','\'(6.666667-13.333333]\''
M,'\'(16.75-18.5]\'',GT3,'\'(2.666667-inf)\'',other,services,reputation,mother,'\'(-inf-2]\'',no,no,yes,no,'\'(3.666667-inf)\'','\'(2.333333-3.666667]\'','\'(3.666667-inf)\'','\'(3.666667-inf)\'','\'(3.666667-inf)\'','\'(13.333333-inf)\''
M,'\'(16.75-18.5]\'',GT3,'\'(1.333333-2.666667]\'',services,other,course,mother,'\'(-inf-2]\'',no,yes,no,no,'\'(3.666667-inf)\'','\'(3.666667-inf)\'','\'(3.666667-inf)\'','\'(3.666667-inf)\'','\'(3.666667-inf)\'','\'(6.666667-13.333333]\''
F,'\'(16.75-18.5]\'',GT3,'\'(2.666667-inf)\'',teacher,services,course,mother,'\'(2-3]\'',no,yes,yes,no,'\'(3.666667-inf)\'','\'(3.666667-inf)\'','\'(3.666667-inf)\'','\'(2.333333-3.666667]\'','\'(3.666667-inf)\'','\'(6.666667-13.333333]\''
F,'\'(16.75-18.5]\'',GT3,'\'(2.666667-inf)\'',teacher,teacher,course,mother,'\'(2-3]\'',no,yes,no,yes,'\'(3.666667-inf)\'','\'(2.333333-3.666667]\'','\'(2.333333-3.666667]\'','\'(-inf-2.333333]\'','\'(3.666667-inf)\'','\'(13.333333-inf)\''
M,'\'(16.75-18.5]\'',LE3,'\'(1.333333-2.666667]\'',other,other,course,mother,'\'(3-inf)\'',no,yes,yes,no,'\'(3.666667-inf)\'','\'(3.666667-inf)\'','\'(3.666667-inf)\'','\'(3.666667-inf)\'','\'(3.666667-inf)\'','\'(6.666667-13.333333]\''
F,'\'(16.75-18.5]\'',GT3,'\'(1.333333-2.666667]\'',at_home,other,course,father,'\'(2-3]\'',no,yes,no,yes,'\'(3.666667-inf)\'','\'(3.666667-inf)\'','\'(2.333333-3.666667]\'','\'(-inf-2.333333]\'','\'(3.666667-inf)\'','\'(13.333333-inf)\''
F,'\'(16.75-18.5]\'',GT3,'\'(2.666667-inf)\'',services,services,home,mother,'\'(-inf-2]\'',no,no,yes,no,'\'(3.666667-inf)\'','\'(2.333333-3.666667]\'','\'(3.666667-inf)\'','\'(-inf-2.333333]\'','\'(3.666667-inf)\'','\'(-inf-6.666667]\''
F,'\'(16.75-18.5]\'',LE3,'\'(1.333333-2.666667]\'',other,other,home,other,'\'(-inf-2]\'',no,no,yes,yes,'\'(3.666667-inf)\'','\'(2.333333-3.666667]\'','\'(2.333333-3.666667]\'','\'(-inf-2.333333]\'','\'(-inf-2.333333]\'','\'(-inf-6.666667]\''
F,'\'(16.75-18.5]\'',GT3,'\'(1.333333-2.666667]\'',at_home,other,course,mother,'\'(3-inf)\'',no,no,yes,no,'\'(3.666667-inf)\'','\'(3.666667-inf)\'','\'(3.666667-inf)\'','\'(-inf-2.333333]\'','\'(3.666667-inf)\'','\'(-inf-6.666667]\''
F,'\'(16.75-18.5]\'',GT3,'\'(2.666667-inf)\'',services,other,course,mother,'\'(2-3]\'',no,no,no,no,'\'(3.666667-inf)\'','\'(3.666667-inf)\'','\'(3.666667-inf)\'','\'(2.333333-3.666667]\'','\'(3.666667-inf)\'','\'(13.333333-inf)\''
F,'\'(18.5-20.25]\'',GT3,'\'(2.666667-inf)\'',services,at_home,home,other,'\'(2-3]\'',no,no,no,no,'\'(3.666667-inf)\'','\'(3.666667-inf)\'','\'(2.333333-3.666667]\'','\'(-inf-2.333333]\'','\'(3.666667-inf)\'','\'(6.666667-13.333333]\''
F,'\'(16.75-18.5]\'',GT3,'\'(2.666667-inf)\'',other,other,home,mother,'\'(-inf-2]\'',no,yes,no,yes,'\'(3.666667-inf)\'','\'(2.333333-3.666667]\'','\'(-inf-2.333333]\'','\'(2.333333-3.666667]\'','\'(-inf-2.333333]\'','\'(-inf-6.666667]\''
F,'\'(16.75-18.5]\'',LE3,'\'(2.666667-inf)\'',services,services,home,mother,'\'(3-inf)\'',no,yes,no,no,'\'(3.666667-inf)\'','\'(2.333333-3.666667]\'','\'(2.333333-3.666667]\'','\'(-inf-2.333333]\'','\'(-inf-2.333333]\'','\'(13.333333-inf)\''
F,'\'(16.75-18.5]\'',GT3,'\'(2.666667-inf)\'',other,other,home,mother,'\'(-inf-2]\'',no,yes,no,no,'\'(3.666667-inf)\'','\'(2.333333-3.666667]\'','\'(2.333333-3.666667]\'','\'(2.333333-3.666667]\'','\'(-inf-2.333333]\'','\'(6.666667-13.333333]\''
F,'\'(18.5-20.25]\'',GT3,'\'(1.333333-2.666667]\'',services,services,home,other,'\'(2-3]\'',no,no,yes,yes,'\'(3.666667-inf)\'','\'(2.333333-3.666667]\'','\'(3.666667-inf)\'','\'(2.333333-3.666667]\'','\'(2.333333-3.666667]\'','\'(6.666667-13.333333]\''
M,'\'(16.75-18.5]\'',GT3,'\'(2.666667-inf)\'',teacher,services,home,father,'\'(-inf-2]\'',no,yes,yes,no,'\'(3.666667-inf)\'','\'(2.333333-3.666667]\'','\'(2.333333-3.666667]\'','\'(-inf-2.333333]\'','\'(-inf-2.333333]\'','\'(-inf-6.666667]\''
M,'\'(16.75-18.5]\'',LE3,'\'(2.666667-inf)\'',services,other,home,mother,'\'(-inf-2]\'',no,no,yes,yes,'\'(3.666667-inf)\'','\'(2.333333-3.666667]\'','\'(2.333333-3.666667]\'','\'(2.333333-3.666667]\'','\'(3.666667-inf)\'','\'(13.333333-inf)\''
F,'\'(16.75-18.5]\'',GT3,'\'(1.333333-2.666667]\'',at_home,at_home,home,father,'\'(-inf-2]\'',no,yes,no,yes,'\'(2.333333-3.666667]\'','\'(2.333333-3.666667]\'','\'(-inf-2.333333]\'','\'(-inf-2.333333]\'','\'(3.666667-inf)\'','\'(-inf-6.666667]\''
F,'\'(16.75-18.5]\'',GT3,'\'(1.333333-2.666667]\'',at_home,other,course,mother,'\'(2-3]\'',no,yes,no,no,'\'(3.666667-inf)\'','\'(2.333333-3.666667]\'','\'(2.333333-3.666667]\'','\'(-inf-2.333333]\'','\'(2.333333-3.666667]\'','\'(6.666667-13.333333]\''
F,'\'(16.75-18.5]\'',GT3,'\'(2.666667-inf)\'',other,services,other,mother,'\'(2-3]\'',no,no,no,yes,'\'(3.666667-inf)\'','\'(3.666667-inf)\'','\'(2.333333-3.666667]\'','\'(2.333333-3.666667]\'','\'(-inf-2.333333]\'','\'(13.333333-inf)\''
M,'\'(16.75-18.5]\'',GT3,'\'(2.666667-inf)\'',teacher,services,course,mother,'\'(2-3]\'',no,no,no,yes,'\'(3.666667-inf)\'','\'(2.333333-3.666667]\'','\'(-inf-2.333333]\'','\'(-inf-2.333333]\'','\'(3.666667-inf)\'','\'(13.333333-inf)\''
M,'\'(16.75-18.5]\'',GT3,'\'(2.666667-inf)\'',teacher,other,course,mother,'\'(2-3]\'',no,yes,no,yes,'\'(3.666667-inf)\'','\'(3.666667-inf)\'','\'(3.666667-inf)\'','\'(2.333333-3.666667]\'','\'(3.666667-inf)\'','\'(6.666667-13.333333]\''
F,'\'(16.75-18.5]\'',GT3,'\'(2.666667-inf)\'',health,other,reputation,mother,'\'(2-3]\'',no,yes,yes,yes,'\'(3.666667-inf)\'','\'(3.666667-inf)\'','\'(2.333333-3.666667]\'','\'(2.333333-3.666667]\'','\'(3.666667-inf)\'','\'(13.333333-inf)\''
M,'\'(16.75-18.5]\'',GT3,'\'(2.666667-inf)\'',other,other,course,mother,'\'(-inf-2]\'',no,yes,no,no,'\'(-inf-2.333333]\'','\'(3.666667-inf)\'','\'(3.666667-inf)\'','\'(3.666667-inf)\'','\'(3.666667-inf)\'','\'(6.666667-13.333333]\''
M,'\'(18.5-20.25]\'',GT3,'\'(-inf-1.333333]\'',other,services,home,other,'\'(-inf-2]\'',no,no,no,no,'\'(3.666667-inf)\'','\'(3.666667-inf)\'','\'(3.666667-inf)\'','\'(2.333333-3.666667]\'','\'(-inf-2.333333]\'','\'(6.666667-13.333333]\''
M,'\'(16.75-18.5]\'',GT3,'\'(2.666667-inf)\'',health,other,course,mother,'\'(-inf-2]\'',no,yes,no,no,'\'(3.666667-inf)\'','\'(3.666667-inf)\'','\'(3.666667-inf)\'','\'(2.333333-3.666667]\'','\'(2.333333-3.666667]\'','\'(6.666667-13.333333]\''
M,'\'(16.75-18.5]\'',LE3,'\'(-inf-1.333333]\'',at_home,services,course,mother,'\'(-inf-2]\'',no,no,no,yes,'\'(3.666667-inf)\'','\'(2.333333-3.666667]\'','\'(2.333333-3.666667]\'','\'(2.333333-3.666667]\'','\'(2.333333-3.666667]\'','\'(6.666667-13.333333]\''
M,'\'(18.5-20.25]\'',GT3,'\'(-inf-1.333333]\'',other,other,home,other,'\'(-inf-2]\'',no,yes,no,no,'\'(3.666667-inf)\'','\'(3.666667-inf)\'','\'(3.666667-inf)\'','\'(2.333333-3.666667]\'','\'(3.666667-inf)\'','\'(6.666667-13.333333]\''
M,'\'(16.75-18.5]\'',GT3,'\'(2.666667-inf)\'',services,other,home,mother,'\'(-inf-2]\'',no,yes,yes,yes,'\'(3.666667-inf)\'','\'(3.666667-inf)\'','\'(3.666667-inf)\'','\'(2.333333-3.666667]\'','\'(-inf-2.333333]\'','\'(6.666667-13.333333]\''
F,'\'(16.75-18.5]\'',GT3,'\'(2.666667-inf)\'',services,services,course,father,'\'(-inf-2]\'',no,yes,no,yes,'\'(3.666667-inf)\'','\'(2.333333-3.666667]\'','\'(3.666667-inf)\'','\'(-inf-2.333333]\'','\'(3.666667-inf)\'','\'(6.666667-13.333333]\''
F,'\'(16.75-18.5]\'',GT3,'\'(2.666667-inf)\'',teacher,services,other,father,'\'(-inf-2]\'',no,yes,yes,no,'\'(3.666667-inf)\'','\'(2.333333-3.666667]\'','\'(2.333333-3.666667]\'','\'(-inf-2.333333]\'','\'(3.666667-inf)\'','\'(6.666667-13.333333]\''
F,'\'(16.75-18.5]\'',LE3,'\'(2.666667-inf)\'',services,other,reputation,mother,'\'(-inf-2]\'',no,no,no,yes,'\'(-inf-2.333333]\'','\'(-inf-2.333333]\'','\'(2.333333-3.666667]\'','\'(-inf-2.333333]\'','\'(3.666667-inf)\'','\'(6.666667-13.333333]\''
M,'\'(16.75-18.5]\'',LE3,'\'(-inf-1.333333]\'',other,services,home,father,'\'(-inf-2]\'',no,no,no,yes,'\'(2.333333-3.666667]\'','\'(2.333333-3.666667]\'','\'(-inf-2.333333]\'','\'(-inf-2.333333]\'','\'(2.333333-3.666667]\'','\'(6.666667-13.333333]\''
F,'\'(16.75-18.5]\'',LE3,'\'(-inf-1.333333]\'',at_home,services,course,father,'\'(2-3]\'',no,no,no,no,'\'(3.666667-inf)\'','\'(2.333333-3.666667]\'','\'(-inf-2.333333]\'','\'(-inf-2.333333]\'','\'(3.666667-inf)\'','\'(13.333333-inf)\''
F,'\'(16.75-18.5]\'',LE3,'\'(-inf-1.333333]\'',at_home,other,course,mother,'\'(-inf-2]\'',no,no,no,yes,'\'(3.666667-inf)\'','\'(2.333333-3.666667]\'','\'(3.666667-inf)\'','\'(3.666667-inf)\'','\'(3.666667-inf)\'','\'(6.666667-13.333333]\''
M,'\'(16.75-18.5]\'',LE3,'\'(-inf-1.333333]\'',at_home,other,other,mother,'\'(-inf-2]\'',no,no,yes,no,'\'(3.666667-inf)\'','\'(3.666667-inf)\'','\'(2.333333-3.666667]\'','\'(2.333333-3.666667]\'','\'(3.666667-inf)\'','\'(6.666667-13.333333]\''
F,'\'(16.75-18.5]\'',GT3,'\'(2.666667-inf)\'',services,services,other,mother,'\'(-inf-2]\'',no,yes,no,yes,'\'(3.666667-inf)\'','\'(2.333333-3.666667]\'','\'(-inf-2.333333]\'','\'(2.333333-3.666667]\'','\'(2.333333-3.666667]\'','\'(6.666667-13.333333]\''
F,'\'(16.75-18.5]\'',LE3,'\'(2.666667-inf)\'',at_home,at_home,course,mother,'\'(-inf-2]\'',no,yes,yes,yes,'\'(-inf-2.333333]\'','\'(2.333333-3.666667]\'','\'(3.666667-inf)\'','\'(-inf-2.333333]\'','\'(-inf-2.333333]\'','\'(13.333333-inf)\''
F,'\'(16.75-18.5]\'',GT3,'\'(-inf-1.333333]\'',other,services,course,father,'\'(-inf-2]\'',no,no,no,no,'\'(2.333333-3.666667]\'','\'(-inf-2.333333]\'','\'(-inf-2.333333]\'','\'(-inf-2.333333]\'','\'(2.333333-3.666667]\'','\'(6.666667-13.333333]\''
M,'\'(16.75-18.5]\'',GT3,'\'(-inf-1.333333]\'',at_home,other,course,mother,'\'(-inf-2]\'',no,yes,no,no,'\'(2.333333-3.666667]\'','\'(2.333333-3.666667]\'','\'(3.666667-inf)\'','\'(3.666667-inf)\'','\'(2.333333-3.666667]\'','\'(6.666667-13.333333]\''
M,'\'(16.75-18.5]\'',LE3,'\'(2.666667-inf)\'',teacher,services,other,mother,'\'(2-3]\'',no,no,no,yes,'\'(3.666667-inf)\'','\'(-inf-2.333333]\'','\'(-inf-2.333333]\'','\'(-inf-2.333333]\'','\'(3.666667-inf)\'','\'(6.666667-13.333333]\''
F,'\'(16.75-18.5]\'',GT3,'\'(-inf-1.333333]\'',other,services,reputation,mother,'\'(-inf-2]\'',no,yes,no,yes,'\'(3.666667-inf)\'','\'(-inf-2.333333]\'','\'(-inf-2.333333]\'','\'(-inf-2.333333]\'','\'(-inf-2.333333]\'','\'(-inf-6.666667]\''
F,'\'(16.75-18.5]\'',GT3,'\'(1.333333-2.666667]\'',at_home,services,course,father,'\'(-inf-2]\'',no,yes,no,yes,'\'(3.666667-inf)\'','\'(-inf-2.333333]\'','\'(2.333333-3.666667]\'','\'(-inf-2.333333]\'','\'(3.666667-inf)\'','\'(6.666667-13.333333]\''
F,'\'(16.75-18.5]\'',GT3,'\'(2.666667-inf)\'',other,teacher,other,father,'\'(-inf-2]\'',no,yes,no,yes,'\'(2.333333-3.666667]\'','\'(-inf-2.333333]\'','\'(-inf-2.333333]\'','\'(-inf-2.333333]\'','\'(3.666667-inf)\'','\'(6.666667-13.333333]\''
F,'\'(18.5-20.25]\'',LE3,'\'(2.666667-inf)\'',services,services,home,other,'\'(-inf-2]\'',no,no,yes,yes,'\'(2.333333-3.666667]\'','\'(-inf-2.333333]\'','\'(-inf-2.333333]\'','\'(-inf-2.333333]\'','\'(2.333333-3.666667]\'','\'(6.666667-13.333333]\''
M,'\'(16.75-18.5]\'',LE3,'\'(-inf-1.333333]\'',at_home,services,other,father,'\'(-inf-2]\'',no,yes,yes,yes,'\'(3.666667-inf)\'','\'(2.333333-3.666667]\'','\'(2.333333-3.666667]\'','\'(2.333333-3.666667]\'','\'(2.333333-3.666667]\'','\'(6.666667-13.333333]\''
F,'\'(16.75-18.5]\'',GT3,'\'(1.333333-2.666667]\'',other,at_home,home,mother,'\'(2-3]\'',no,no,yes,yes,'\'(2.333333-3.666667]\'','\'(3.666667-inf)\'','\'(2.333333-3.666667]\'','\'(-inf-2.333333]\'','\'(2.333333-3.666667]\'','\'(6.666667-13.333333]\''
F,'\'(16.75-18.5]\'',GT3,'\'(-inf-1.333333]\'',other,other,course,mother,'\'(-inf-2]\'',no,no,yes,no,'\'(2.333333-3.666667]\'','\'(3.666667-inf)\'','\'(3.666667-inf)\'','\'(2.333333-3.666667]\'','\'(-inf-2.333333]\'','\'(-inf-6.666667]\''
F,'\'(16.75-18.5]\'',LE3,'\'(2.666667-inf)\'',other,other,reputation,mother,'\'(2-3]\'',no,no,no,no,'\'(3.666667-inf)\'','\'(3.666667-inf)\'','\'(3.666667-inf)\'','\'(-inf-2.333333]\'','\'(-inf-2.333333]\'','\'(13.333333-inf)\''
F,'\'(16.75-18.5]\'',GT3,'\'(-inf-1.333333]\'',other,other,home,mother,'\'(2-3]\'',no,no,no,no,'\'(3.666667-inf)\'','\'(2.333333-3.666667]\'','\'(-inf-2.333333]\'','\'(-inf-2.333333]\'','\'(3.666667-inf)\'','\'(6.666667-13.333333]\''
F,'\'(18.5-20.25]\'',GT3,'\'(2.666667-inf)\'',health,other,course,other,'\'(2-3]\'',no,yes,no,yes,'\'(3.666667-inf)\'','\'(3.666667-inf)\'','\'(2.333333-3.666667]\'','\'(-inf-2.333333]\'','\'(2.333333-3.666667]\'','\'(13.333333-inf)\''
F,'\'(16.75-18.5]\'',LE3,'\'(2.666667-inf)\'',teacher,services,course,mother,'\'(-inf-2]\'',no,no,yes,no,'\'(3.666667-inf)\'','\'(3.666667-inf)\'','\'(2.333333-3.666667]\'','\'(3.666667-inf)\'','\'(-inf-2.333333]\'','\'(6.666667-13.333333]\''
F,'\'(16.75-18.5]\'',GT3,'\'(2.666667-inf)\'',other,other,home,mother,'\'(-inf-2]\'',no,no,no,yes,'\'(3.666667-inf)\'','\'(-inf-2.333333]\'','\'(2.333333-3.666667]\'','\'(-inf-2.333333]\'','\'(-inf-2.333333]\'','\'(13.333333-inf)\''
F,'\'(16.75-18.5]\'',GT3,'\'(2.666667-inf)\'',at_home,other,reputation,mother,'\'(-inf-2]\'',no,yes,yes,no,'\'(3.666667-inf)\'','\'(3.666667-inf)\'','\'(3.666667-inf)\'','\'(2.333333-3.666667]\'','\'(-inf-2.333333]\'','\'(6.666667-13.333333]\''
M,'\'(16.75-18.5]\'',GT3,'\'(2.666667-inf)\'',teacher,teacher,home,father,'\'(-inf-2]\'',no,no,yes,no,'\'(2.333333-3.666667]\'','\'(-inf-2.333333]\'','\'(3.666667-inf)\'','\'(3.666667-inf)\'','\'(-inf-2.333333]\'','\'(13.333333-inf)\''
M,'\'(16.75-18.5]\'',GT3,'\'(1.333333-2.666667]\'',other,other,other,mother,'\'(-inf-2]\'',no,no,yes,yes,'\'(3.666667-inf)\'','\'(3.666667-inf)\'','\'(2.333333-3.666667]\'','\'(2.333333-3.666667]\'','\'(3.666667-inf)\'','\'(6.666667-13.333333]\''
